Case ID;Activity;Resource;Complete Timestamp;Variant;Variant index;concept:name;impact;lifecycle:transition;org:group;org:role;organization country;organization involved;product;resource country;Duration
1-505416663;Accepted-In Progress;Santhosh;2011/03/03 10:49:55.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;Sweden;623.0
1-505416663;Accepted-Assigned;Carolyn;2011/03/03 10:50:37.000;Variant 2;2;Accepted;Medium;Assigned;Org line G3;;us;G199 3rd;PROD97;USA;42.0
1-505443989;Accepted-In Progress;Carolyn;2011/03/03 12:21:48.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;USA;0.0
1-505443989;Queued-Awaiting Assignment;Carolyn;2011/03/03 12:25:34.000;Variant 2;2;Queued;Medium;Awaiting Assignment;Org line G3;;us;G199 3rd;PROD97;USA;226.0
1-505443989;Accepted-In Progress;Santhosh;2011/03/03 12:29:49.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;Sweden;255.0
1-505443989;Accepted-Assigned;Carolyn;2011/03/03 12:31:27.000;Variant 2;2;Accepted;Medium;Assigned;Org line G3;;us;G199 3rd;PROD97;USA;98.0
1-506092586;Accepted-In Progress;Per;2011/03/07 12:36:20.000;Variant 1;1;Accepted;High;In Progress;Org line G4;;se;S33 2nd;PROD374;Sweden;0.0
1-506236591;Accepted-In Progress;Carolyn;2011/03/07 21:14:33.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD96;USA;0.0
1-506236591;Queued-Awaiting Assignment;Carolyn;2011/03/07 21:38:09.000;Variant 2;2;Queued;Medium;Awaiting Assignment;Org line G3;;us;G199 3rd;PROD96;USA;1416.0
1-506236591;Accepted-In Progress;Padmanabha;2011/03/18 10:57:59.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD96;Sweden;911990.0
1-506236591;Accepted-Assigned;Carolyn;2011/03/18 10:58:09.000;Variant 2;2;Accepted;Medium;Assigned;Org line G3;;us;G199 3rd;PROD96;USA;10.0
1-506866218;Accepted-Wait;Andrew;2011/03/10 10:36:06.000;Variant 33;33;Accepted;Medium;Wait;Org line A2;A2_1;gb;G42 3rd;PROD236;United Kingdom;0.0
1-507679771;Accepted-In Progress;Katarina;2011/03/14 15:04:30.000;Variant 1;1;Accepted;Medium;In Progress;Org line G4;;se;S33 2nd;PROD374;Sweden;0.0
1-507774379;Accepted-In Progress;Carolyn;2011/03/15 06:32:07.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;USA;0.0
1-507774379;Queued-Awaiting Assignment;Carolyn;2011/03/15 06:37:19.000;Variant 2;2;Queued;Medium;Awaiting Assignment;Org line G3;;us;G199 3rd;PROD97;USA;312.0
1-507774379;Accepted-In Progress;Santhosh;2011/03/15 11:41:56.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;Sweden;18277.0
1-507774379;Accepted-Assigned;Carolyn;2011/03/15 11:42:27.000;Variant 2;2;Accepted;Medium;Assigned;Org line G3;;us;G199 3rd;PROD97;USA;31.0
1-508462323;Accepted-In Progress;Lena;2011/03/17 11:59:36.000;Variant 1;1;Accepted;Low;In Progress;Org line A2;A2_3;se;G354 3rd;PROD729;Sweden;0.0
1-508825032;Accepted-In Progress;Veronique;2011/03/18 14:50:57.000;Variant 1;1;Accepted;Medium;In Progress;Org line A2;A2_5;fr;V5 3rd;PROD230;France;0.0
1-509892697;Accepted-In Progress;Mikael;2011/03/23 16:42:24.000;Variant 3;3;Accepted;Low;In Progress;Org line G4;;se;S33 2nd;PROD374;Sweden;0.0
1-509892697;Accepted-Wait;Mikael;2011/04/07 00:13:29.000;Variant 3;3;Accepted;Low;Wait;Org line G4;;se;S33 2nd;PROD374;Sweden;1236665.0
1-509912273;Accepted-In Progress;Carolyn;2011/03/23 16:11:24.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD96;USA;0.0
1-509912273;Queued-Awaiting Assignment;Carolyn;2011/03/23 16:41:02.000;Variant 2;2;Queued;Medium;Awaiting Assignment;Org line G3;;us;G199 3rd;PROD96;USA;1778.0
1-509912273;Accepted-In Progress;Padmanabha;2011/03/23 22:30:06.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD96;Sweden;20944.0
1-509912273;Accepted-Assigned;Carolyn;2011/03/23 22:30:35.000;Variant 2;2;Accepted;Medium;Assigned;Org line G3;;us;G199 3rd;PROD96;USA;29.0
1-509915742;Accepted-In Progress;Marie;2011/03/23 16:00:18.000;Variant 1;1;Accepted;Low;In Progress;Org line V2;;se;T10 2nd;PROD421;Sweden;0.0
1-510399424;Accepted-In Progress;Timothy;2011/03/25 13:21:36.000;Variant 1;1;Accepted;Medium;In Progress;Org line A2;A2_1;gb;G42 3rd;PROD236;United Kingdom;0.0
1-510423612;Accepted-In Progress;James;2011/03/25 12:59:02.000;Variant 4;4;Accepted;Medium;In Progress;Org line V11;;gb;V50 2nd;PROD158;United Kingdom;0.0
1-511755003;Accepted-In Progress;James;2011/03/31 12:47:33.000;Variant 7;7;Accepted;High;In Progress;Org line V11;;gb;V50 2nd;PROD158;United Kingdom;0.0
1-511755003;Accepted-Wait;James;2011/03/31 12:48:29.000;Variant 7;7;Accepted;High;Wait;Org line V11;;gb;V50 2nd;PROD158;United Kingdom;56.0
1-511787661;Accepted-In Progress;Carolyn;2011/03/31 13:51:15.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD98;USA;0.0
1-511787661;Queued-Awaiting Assignment;Carolyn;2011/03/31 13:52:58.000;Variant 2;2;Queued;Medium;Awaiting Assignment;Org line G3;;us;G199 3rd;PROD98;USA;103.0
1-511787661;Accepted-In Progress;Santhosh;2011/03/31 15:35:19.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD98;Sweden;6141.0
1-511787661;Accepted-Assigned;Carolyn;2011/03/31 15:36:46.000;Variant 2;2;Accepted;Medium;Assigned;Org line G3;;us;G199 3rd;PROD98;USA;87.0
1-512617571;Accepted-In Progress;Ian;2011/04/04 12:48:35.000;Variant 73;73;Accepted;High;In Progress;Org line A2;A2_1;gb;G42 3rd;PROD236;United Kingdom;0.0
1-512617571;Accepted-Assigned;Ian;2011/04/04 12:49:23.000;Variant 73;73;Accepted;High;Assigned;Org line A2;A2_1;gb;G42 3rd;PROD236;United Kingdom;48.0
1-512617571;Accepted-Assigned;Andrew;2011/08/18 14:05:34.000;Variant 73;73;Accepted;High;Assigned;Org line A2;A2_1;gb;G42 3rd;PROD236;United Kingdom;11754971.0
1-512617571;Accepted-In Progress;Andrew;2011/08/19 16:27:15.000;Variant 73;73;Accepted;High;In Progress;Org line A2;A2_1;gb;G42 3rd;PROD236;United Kingdom;94901.0
1-512617571;Accepted-Wait;Andrew;2011/11/01 14:29:18.000;Variant 73;73;Accepted;High;Wait;Org line A2;A2_1;gb;G42 3rd;PROD236;United Kingdom;6386523.0
1-512654811;Accepted-In Progress;Stephane;2011/04/04 12:41:59.000;Variant 5;5;Accepted;Medium;In Progress;Org line A2;A2_4;fr;V36 3rd;PROD222;France;0.0
1-512654811;Queued-Awaiting Assignment;Stephane;2011/04/04 12:57:11.000;Variant 5;5;Queued;Medium;Awaiting Assignment;Org line A2;A2_4;fr;V36 3rd;PROD222;France;912.0
1-513031774;Accepted-In Progress;Roland;2011/04/05 08:39:04.000;Variant 1;1;Accepted;Low;In Progress;Org line G4;;se;S33 2nd;PROD448;Sweden;0.0
1-513032417;Accepted-In Progress;Carolyn;2011/04/05 10:51:29.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;USA;0.0
1-513032417;Queued-Awaiting Assignment;Carolyn;2011/04/05 10:57:11.000;Variant 2;2;Queued;Medium;Awaiting Assignment;Org line G3;;us;G199 3rd;PROD97;USA;342.0
1-513032417;Accepted-In Progress;Santhosh;2011/04/05 11:55:16.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;Sweden;3485.0
1-513032417;Accepted-Assigned;Carolyn;2011/04/05 11:56:25.000;Variant 2;2;Accepted;Medium;Assigned;Org line G3;;us;G199 3rd;PROD97;USA;69.0
1-513135755;Accepted-In Progress;Carolyn;2011/04/05 13:38:03.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;USA;0.0
1-513135755;Queued-Awaiting Assignment;Carolyn;2011/04/05 13:41:43.000;Variant 2;2;Queued;Medium;Awaiting Assignment;Org line G3;;us;G199 3rd;PROD97;USA;220.0
1-513135755;Accepted-In Progress;Santhosh;2011/04/05 13:44:05.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;Sweden;142.0
1-513135755;Accepted-Assigned;Carolyn;2011/04/05 13:47:27.000;Variant 2;2;Accepted;Medium;Assigned;Org line G3;;us;G199 3rd;PROD97;USA;202.0
1-513180623;Accepted-In Progress;Carolyn;2011/04/05 13:43:11.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD98;USA;0.0
1-513180623;Queued-Awaiting Assignment;Carolyn;2011/04/05 13:49:28.000;Variant 2;2;Queued;Medium;Awaiting Assignment;Org line G3;;us;G199 3rd;PROD98;USA;377.0
1-513180623;Accepted-In Progress;Santhosh;2011/04/05 16:59:39.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD98;Sweden;11411.0
1-513180623;Accepted-Assigned;Carolyn;2011/04/05 17:01:29.000;Variant 2;2;Accepted;Medium;Assigned;Org line G3;;us;G199 3rd;PROD98;USA;110.0
1-513395204;Accepted-In Progress;James;2011/04/05 17:54:14.000;Variant 4;4;Accepted;Medium;In Progress;Org line V11;;gb;V50 2nd;PROD158;United Kingdom;0.0
1-513767190;Accepted-In Progress;Daniel;2011/04/06 14:15:49.000;Variant 10;10;Accepted;Major;In Progress;Org line A2;A2_3;se;M3 2nd;PROD655;Sweden;0.0
1-513864515;Accepted-In Progress;Kranthi;2011/04/06 16:21:18.000;Variant 16;16;Accepted;High;In Progress;Org line A2;A2_3;se;M3 2nd;PROD655;INDIA;0.0
1-513864515;Accepted-In Progress;Kranthi;2011/04/06 16:31:54.000;Variant 16;16;Accepted;High;In Progress;Org line A2;A2_3;se;M3 2nd;PROD655;INDIA;636.0
1-513910403;Accepted-In Progress;Håkan;2011/04/06 17:53:40.000;Variant 4;4;Accepted;High;In Progress;Org line A2;A2_4;se;G105 2nd;PROD337;Sweden;0.0
1-514223574;Accepted-In Progress;James;2011/04/07 13:21:34.000;Variant 4;4;Accepted;Medium;In Progress;Org line V11;;gb;V50 2nd;PROD158;United Kingdom;0.0
1-514311011;Accepted-In Progress;James;2011/04/07 15:10:06.000;Variant 4;4;Accepted;Medium;In Progress;Org line V11;;gb;V50 2nd;PROD158;United Kingdom;0.0
1-514618724;Accepted-In Progress;Mikael;2011/04/08 11:57:43.000;Variant 7;7;Accepted;High;In Progress;Org line C;E_6;se;G48 2nd;PROD98;Sweden;0.0
1-514618724;Accepted-Wait;Mikael;2011/04/11 10:18:36.000;Variant 7;7;Accepted;High;Wait;Org line C;E_6;se;G48 2nd;PROD98;Sweden;253253.0
1-514712116;Accepted-In Progress;James;2011/04/08 13:23:18.000;Variant 4;4;Accepted;Medium;In Progress;Org line V11;;gb;V50 2nd;PROD158;United Kingdom;0.0
1-514832700;Accepted-In Progress;Patrik;2011/04/08 17:37:57.000;Variant 6;6;Accepted;Major;In Progress;Org line A2;A2_3;se;M3 2nd;PROD234;Sweden;0.0
1-515461174;Accepted-In Progress;Roland;2011/04/11 15:56:28.000;Variant 14;14;Accepted;Low;In Progress;Org line G4;;se;S33 2nd;PROD374;Sweden;0.0
1-515461174;Accepted-Assigned;Roland;2011/12/13 10:21:26.000;Variant 14;14;Accepted;Low;Assigned;Org line G4;;se;S33 2nd;PROD374;Sweden;21234298.0
1-515617964;Accepted-In Progress;Nigel;2011/04/11 21:53:58.000;Variant 5;5;Accepted;Medium;In Progress;Org line C;C_3;gb;G94 3rd;PROD793;United Kingdom;0.0
1-515617964;Queued-Awaiting Assignment;Nigel;2011/04/14 17:44:52.000;Variant 5;5;Queued;Medium;Awaiting Assignment;Org line C;C_3;gb;G94 3rd;PROD793;United Kingdom;244254.0
1-515873671;Accepted-In Progress;Ing-Marie;2011/04/12 14:24:13.000;Variant 11;11;Accepted;Medium;In Progress;Org line G4;;be;G51 2nd;PROD816;Sweden;0.0
1-515873671;Queued-Awaiting Assignment;Ing-Marie;2011/04/12 14:24:29.000;Variant 11;11;Queued;Medium;Awaiting Assignment;Org line G4;;be;G51 2nd;PROD816;Sweden;16.0
1-516860557;Accepted-In Progress;Gustav;2011/04/14 13:59:47.000;Variant 4;4;Accepted;Medium;In Progress;Org line G4;;se;S30 2nd;PROD412;Sweden;0.0
1-517002080;Accepted-In Progress;Carolyn;2011/04/14 15:36:04.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD98;USA;0.0
1-517002080;Queued-Awaiting Assignment;Carolyn;2011/04/14 15:38:58.000;Variant 2;2;Queued;Medium;Awaiting Assignment;Org line G3;;us;G199 3rd;PROD98;USA;174.0
1-517002080;Accepted-In Progress;Padmanabha;2011/04/14 17:10:44.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD98;Sweden;5506.0
1-517002080;Accepted-Assigned;Carolyn;2011/04/14 17:10:49.000;Variant 2;2;Accepted;Medium;Assigned;Org line G3;;us;G199 3rd;PROD98;USA;5.0
1-517045062;Accepted-In Progress;Carolyn;2011/04/14 16:22:45.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD98;USA;0.0
1-517045062;Queued-Awaiting Assignment;Carolyn;2011/04/14 16:25:33.000;Variant 2;2;Queued;Medium;Awaiting Assignment;Org line G3;;us;G199 3rd;PROD98;USA;168.0
1-517045062;Accepted-In Progress;Padmanabha;2011/04/14 17:12:55.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD98;Sweden;2842.0
1-517045062;Accepted-Assigned;Carolyn;2011/04/14 17:13:02.000;Variant 2;2;Accepted;Medium;Assigned;Org line G3;;us;G199 3rd;PROD98;USA;7.0
1-517399487;Accepted-In Progress;Carolyn;2011/04/15 14:31:45.000;Variant 56;56;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;USA;0.0
1-517399487;Queued-Awaiting Assignment;Carolyn;2011/04/15 14:41:10.000;Variant 56;56;Queued;Medium;Awaiting Assignment;Org line G3;;us;G199 3rd;PROD97;USA;565.0
1-517399487;Accepted-In Progress;Padmanabha;2011/04/15 15:22:16.000;Variant 56;56;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;Sweden;2466.0
1-517399487;Accepted-Assigned;Carolyn;2011/04/15 15:22:22.000;Variant 56;56;Accepted;Medium;Assigned;Org line G3;;us;G199 3rd;PROD97;USA;6.0
1-517399487;Queued-Awaiting Assignment;Hannes;2011/04/22 12:40:38.000;Variant 56;56;Queued;Medium;Awaiting Assignment;Org line A2;A2_2;us;G21 2nd;PROD97;Sweden;595096.0
1-517399487;Accepted-Assigned;Y;2011/04/22 12:42:25.000;Variant 56;56;Accepted;Medium;Assigned;Org line A2;A2_2;us;G21 2nd;PROD97;Sweden;107.0
1-517399487;Accepted-Assigned;Jayalakshmi;2011/04/25 14:43:59.000;Variant 56;56;Accepted;Medium;Assigned;Org line A2;A2_2;us;G21 2nd;PROD97;INDIA;266494.0
1-517399487;Accepted-Wait;Jayalakshmi;2011/04/27 15:29:01.000;Variant 56;56;Accepted;Medium;Wait;Org line A2;A2_2;us;G21 2nd;PROD97;INDIA;175502.0
1-517399487;Queued-Awaiting Assignment;Carolyn;2011/04/29 09:42:18.000;Variant 56;56;Queued;Medium;Awaiting Assignment;Org line G3;;us;G199 3rd;PROD97;USA;151997.0
1-517399487;Accepted-In Progress;Padmanabha;2011/04/29 13:44:42.000;Variant 56;56;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;Sweden;14544.0
1-517399487;Accepted-Assigned;Carolyn;2011/04/29 13:44:49.000;Variant 56;56;Accepted;Medium;Assigned;Org line G3;;us;G199 3rd;PROD97;USA;7.0
1-517490964;Accepted-In Progress;Carolyn;2011/04/15 15:00:31.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;USA;0.0
1-517490964;Queued-Awaiting Assignment;Carolyn;2011/04/15 15:04:07.000;Variant 2;2;Queued;Medium;Awaiting Assignment;Org line G3;;us;G199 3rd;PROD97;USA;216.0
1-517490964;Accepted-In Progress;Padmanabha;2011/04/15 15:17:08.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;Sweden;781.0
1-517490964;Accepted-Assigned;Carolyn;2011/04/15 15:17:14.000;Variant 2;2;Accepted;Medium;Assigned;Org line G3;;us;G199 3rd;PROD97;USA;6.0
1-517828743;Accepted-In Progress;Carolyn;2011/04/18 11:16:21.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD96;USA;0.0
1-517828743;Queued-Awaiting Assignment;Carolyn;2011/04/18 12:54:06.000;Variant 2;2;Queued;Medium;Awaiting Assignment;Org line G3;;us;G199 3rd;PROD96;USA;5865.0
1-517828743;Accepted-In Progress;Padmanabha;2011/04/18 13:19:38.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD96;Sweden;1532.0
1-517828743;Accepted-Assigned;Carolyn;2011/04/18 13:19:46.000;Variant 2;2;Accepted;Medium;Assigned;Org line G3;;us;G199 3rd;PROD96;USA;8.0
1-518362551;Accepted-In Progress;Carolyn;2011/04/19 09:09:38.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD98;USA;0.0
1-518362551;Queued-Awaiting Assignment;Carolyn;2011/04/19 09:14:20.000;Variant 2;2;Queued;Medium;Awaiting Assignment;Org line G3;;us;G199 3rd;PROD98;USA;282.0
1-518362551;Accepted-In Progress;Padmanabha;2011/04/19 11:45:54.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD98;Sweden;9094.0
1-518362551;Accepted-Assigned;Carolyn;2011/04/19 11:46:02.000;Variant 2;2;Accepted;Medium;Assigned;Org line G3;;us;G199 3rd;PROD98;USA;8.0
1-519020627;Accepted-In Progress;Gilles;2011/04/20 12:22:30.000;Variant 1;1;Accepted;Low;In Progress;Org line C;E_4;us;G88 2nd;PROD348;France;0.0
1-519054737;Accepted-In Progress;Johan;2011/04/20 14:59:00.000;Variant 47;47;Accepted;Medium;In Progress;Org line C;C_6;se;G141 3rd;PROD660;Sweden;0.0
1-519054737;Accepted-In Progress;Johan;2011/10/03 17:52:11.000;Variant 47;47;Accepted;Medium;In Progress;Org line C;C_6;se;G141 3rd;PROD660;Sweden;14352791.0
1-519085985;Accepted-In Progress;Carolyn;2011/04/20 15:18:07.000;Variant 56;56;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;USA;0.0
1-519085985;Queued-Awaiting Assignment;Carolyn;2011/04/20 15:21:54.000;Variant 56;56;Queued;Medium;Awaiting Assignment;Org line G3;;us;G199 3rd;PROD97;USA;227.0
1-519085985;Accepted-In Progress;Padmanabha;2011/04/21 12:19:11.000;Variant 56;56;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;Sweden;75437.0
1-519085985;Accepted-Assigned;Carolyn;2011/04/21 12:19:25.000;Variant 56;56;Accepted;Medium;Assigned;Org line G3;;us;G199 3rd;PROD97;USA;14.0
1-519085985;Queued-Awaiting Assignment;Hannes;2011/04/22 12:39:46.000;Variant 56;56;Queued;Medium;Awaiting Assignment;Org line A2;A2_2;us;G21 2nd;PROD97;Sweden;87621.0
1-519085985;Accepted-Assigned;Y;2011/04/22 12:42:02.000;Variant 56;56;Accepted;Medium;Assigned;Org line A2;A2_2;us;G21 2nd;PROD97;Sweden;136.0
1-519085985;Accepted-Assigned;Jayalakshmi;2011/04/25 14:44:07.000;Variant 56;56;Accepted;Medium;Assigned;Org line A2;A2_2;us;G21 2nd;PROD97;INDIA;266525.0
1-519085985;Accepted-Wait;Jayalakshmi;2011/04/27 15:28:55.000;Variant 56;56;Accepted;Medium;Wait;Org line A2;A2_2;us;G21 2nd;PROD97;INDIA;175488.0
1-519085985;Queued-Awaiting Assignment;Carolyn;2011/04/29 09:42:30.000;Variant 56;56;Queued;Medium;Awaiting Assignment;Org line G3;;us;G199 3rd;PROD97;USA;152015.0
1-519085985;Accepted-In Progress;Padmanabha;2011/04/29 13:42:45.000;Variant 56;56;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;Sweden;14415.0
1-519085985;Accepted-Assigned;Carolyn;2011/04/29 13:42:52.000;Variant 56;56;Accepted;Medium;Assigned;Org line G3;;us;G199 3rd;PROD97;USA;7.0
1-519147007;Accepted-In Progress;Linda;2011/04/20 17:02:07.000;Variant 5;5;Accepted;Low;In Progress;Org line A2;A2_2;se;G39 3rd;PROD215;Sweden;0.0
1-519147007;Queued-Awaiting Assignment;Linda;2011/04/20 17:28:45.000;Variant 5;5;Queued;Low;Awaiting Assignment;Org line A2;A2_2;se;G39 3rd;PROD215;Sweden;1598.0
1-519147007;Accepted-In Progress;Linda;2011/04/29 08:37:01.000;Variant 5;5;Accepted;Low;In Progress;Org line A2;A2_2;se;G39 3rd;PROD215;Sweden;745696.0
1-519386144;Accepted-In Progress;Veronique;2011/04/21 09:37:44.000;Variant 1;1;Accepted;High;In Progress;Org line A2;A2_5;fr;V5 3rd;PROD230;France;0.0
1-520127960;Accepted-In Progress;Per;2011/04/25 06:46:33.000;Variant 10;10;Accepted;High;In Progress;Org line G4;;se;S33 2nd;PROD374;Sweden;0.0
1-520127960;Accepted-Assigned;Per;2011/04/25 06:48:34.000;Variant 10;10;Accepted;High;Assigned;Org line G4;;se;S33 2nd;PROD374;Sweden;121.0
1-520234084;Accepted-In Progress;Carolyn;2011/04/25 18:18:25.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD96;USA;0.0
1-520234084;Queued-Awaiting Assignment;Carolyn;2011/04/25 18:19:30.000;Variant 2;2;Queued;Medium;Awaiting Assignment;Org line G3;;us;G199 3rd;PROD96;USA;65.0
1-520234084;Accepted-In Progress;Padmanabha;2011/04/25 18:27:12.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD96;Sweden;462.0
1-520234084;Accepted-Assigned;Carolyn;2011/04/25 18:27:18.000;Variant 2;2;Accepted;Medium;Assigned;Org line G3;;us;G199 3rd;PROD96;USA;6.0
1-520705880;Accepted-In Progress;Tomas;2011/04/26 17:44:41.000;Variant 3;3;Accepted;High;In Progress;Org line A2;A2_2;cn;M1 2nd;PROD753;Sweden;0.0
1-520705880;Accepted-Wait;Tomas;2011/11/15 12:56:41.000;Variant 3;3;Accepted;High;Wait;Org line A2;A2_2;cn;M1 2nd;PROD753;Sweden;17521920.0
1-521122392;Accepted-In Progress;Carolyn;2011/04/27 14:24:33.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD96;USA;0.0
1-521122392;Queued-Awaiting Assignment;Carolyn;2011/04/27 14:31:57.000;Variant 2;2;Queued;Medium;Awaiting Assignment;Org line G3;;us;G199 3rd;PROD96;USA;444.0
1-521122392;Accepted-In Progress;Padmanabha;2011/04/27 14:55:20.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD96;Sweden;1403.0
1-521122392;Accepted-Assigned;Carolyn;2011/04/27 14:55:30.000;Variant 2;2;Accepted;Medium;Assigned;Org line G3;;us;G199 3rd;PROD96;USA;10.0
1-521431857;Accepted-In Progress;Carolyn;2011/04/28 11:49:58.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;USA;0.0
1-521431857;Queued-Awaiting Assignment;Carolyn;2011/04/28 11:54:58.000;Variant 2;2;Queued;Medium;Awaiting Assignment;Org line G3;;us;G199 3rd;PROD97;USA;300.0
1-521431857;Accepted-In Progress;Padmanabha;2011/04/28 11:59:18.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;Sweden;260.0
1-521431857;Accepted-Assigned;Carolyn;2011/04/28 11:59:26.000;Variant 2;2;Accepted;Medium;Assigned;Org line G3;;us;G199 3rd;PROD97;USA;8.0
1-521555370;Accepted-In Progress;Aleksandra;2011/04/28 14:48:40.000;Variant 1;1;Accepted;Medium;In Progress;Org line A2;D_1;pl;G197 2nd;PROD604;POLAND;0.0
1-521628291;Accepted-In Progress;Piotr;2011/04/28 16:29:42.000;Variant 1;1;Accepted;Medium;In Progress;Org line A2;D_1;kr;V17 3rd;PROD604;POLAND;0.0
1-522222222;Accepted-In Progress;Erik;2011/05/02 09:45:31.000;Variant 1;1;Accepted;Low;In Progress;Org line G4;;se;S28 2nd;PROD108;Sweden;0.0
1-522460624;Accepted-In Progress;Jonas;2011/05/03 07:29:33.000;Variant 29;29;Accepted;Major;In Progress;Org line C;E_8;in;G186 2nd;PROD436;Sweden;0.0
1-522460624;Queued-Awaiting Assignment;Jonas;2011/05/03 07:31:51.000;Variant 29;29;Queued;Major;Awaiting Assignment;Org line C;E_8;in;G186 2nd;PROD436;Sweden;138.0
1-522460624;Accepted-In Progress;Karthick;2011/11/21 11:49:53.000;Variant 29;29;Accepted;Major;In Progress;Org line C;E_8;in;G181 2nd;PROD436;INDIA;17468282.0
1-522460624;Accepted-Assigned;Mahesh;2011/11/21 11:50:05.000;Variant 29;29;Accepted;Major;Assigned;Org line C;E_8;in;G181 2nd;PROD436;INDIA;12.0
1-522734472;Accepted-In Progress;Carolyn;2011/05/03 17:14:07.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD98;USA;0.0
1-522734472;Queued-Awaiting Assignment;Carolyn;2011/05/03 17:16:39.000;Variant 2;2;Queued;Medium;Awaiting Assignment;Org line G3;;us;G199 3rd;PROD98;USA;152.0
1-522734472;Accepted-In Progress;Padmanabha;2011/05/04 06:46:05.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD98;Sweden;48566.0
1-522734472;Accepted-Assigned;Carolyn;2011/05/04 06:46:17.000;Variant 2;2;Accepted;Medium;Assigned;Org line G3;;us;G199 3rd;PROD98;USA;12.0
1-523027945;Accepted-In Progress;Michael;2011/05/04 14:57:47.000;Variant 4;4;Accepted;Medium;In Progress;Org line A2;A2_4;se;M13 2nd;PROD563;Sweden;0.0
1-523069229;Accepted-In Progress;Carolyn;2011/05/04 16:57:51.000;Variant 19;19;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD98;USA;0.0
1-523069229;Accepted-In Progress;Carolyn;2011/05/04 17:08:09.000;Variant 19;19;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD98;USA;618.0
1-523311541;Accepted-In Progress;Carolyn;2011/05/05 11:25:29.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;USA;0.0
1-523311541;Queued-Awaiting Assignment;Carolyn;2011/05/05 12:06:48.000;Variant 2;2;Queued;Medium;Awaiting Assignment;Org line G3;;us;G199 3rd;PROD97;USA;2479.0
1-523311541;Accepted-In Progress;Padmanabha;2011/05/05 12:22:56.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;Sweden;968.0
