Activity;Case ID;Duration;Event_Nr
Send Fine;P5461;5184000.0;2
Create Fine;P5462;0.0;1
Payment;P5462;86400.0;2
Create Fine;P5464;0.0;1
Payment;P5464;345600.0;2
Create Fine;P5465;0.0;1
Payment;P5465;259200.0;2
Create Fine;P5467;0.0;1
Payment;P5467;432000.0;2
Create Fine;P5468;0.0;1
Payment;P5468;259200.0;2
Create Fine;P5470;0.0;1
Payment;P5470;432000.0;2
Create Fine;P5471;0.0;1
Send Fine;P5471;4233600.0;2
Create Fine;P5472;0.0;1
Send Fine;P5472;4233600.0;2
Create Fine;P5473;0.0;1
Send Fine;P5473;4233600.0;2
Create Fine;P5474;0.0;1
Send Fine;P5474;4233600.0;2
Send Fine;P5475;2678400.0;1
Insert Fine Notification;P5475;604800.0;2
Add penalty;P5475;604800.0;3
Payment;P5475;28598400.0;4
Create Fine;P5478;0.0;1
Send Fine;P5478;3888000.0;2
Create Fine;P5481;0.0;1
Send Fine;P5481;4060800.0;2
Create Fine;P5482;0.0;1
Send Fine;P5482;4233600.0;2
Create Fine;P5484;0.0;1
Send Fine;P5484;7603200.0;2
Create Fine;P5488;0.0;1
Send Fine;P5488;3456000.0;2
Create Fine;P5489;0.0;1
Send Fine;P5489;3456000.0;2
Create Fine;P5490;0.0;1
Send Fine;P5490;3456000.0;2
Create Fine;P5492;0.0;1
Payment;P5492;259200.0;2
Create Fine;P5496;0.0;1
Payment;P5496;345600.0;2
Create Fine;P5497;0.0;1
Payment;P5497;86400.0;2
Create Fine;P5498;0.0;1
Payment;P5498;3196800.0;2
Create Fine;P5506;0.0;1
Send Fine;P5506;4147200.0;2
Insert Fine Notification;P5506;604800.0;3
Insert Date Appeal to Prefecture;P5506;0.0;4
Add penalty;P5506;5184000.0;5
Send Appeal to Prefecture;P5506;5097600.0;6
Payment;P5508;2246400.0;1
Send Fine;P5509;7516800.0;1
Send for Credit Collection;P551;45187200.0;1
Send Fine;P5517;4406400.0;1
Create Fine;P5521;0.0;1
Send Fine;P5521;4147200.0;2
Send Fine;P5528;2851200.0;1
Insert Fine Notification;P5528;604800.0;2
Add penalty;P5528;1641600.0;3
Insert Date Appeal to Prefecture;P5528;1814400.0;4
Send Appeal to Prefecture;P5528;8121600.0;5
Send Fine;P5536;4320000.0;1
Send Fine;P5537;4233600.0;1
Send Fine;P5538;4233600.0;1
Send Fine;P5544;11577600.0;1
Send Fine;P5550;11404800.0;1
Payment;P5555;691200.0;1
Create Fine;P5557;0.0;1
Payment;P5557;604800.0;2
Create Fine;P5560;0.0;1
Payment;P5560;345600.0;2
Create Fine;P5561;0.0;1
Send Fine;P5561;10368000.0;2
Create Fine;P5565;0.0;1
Send Fine;P5565;5011200.0;2
Create Fine;P5569;0.0;1
Payment;P5569;86400.0;2
Create Fine;P5572;0.0;1
Send Fine;P5572;2419200.0;2
Insert Fine Notification;P5572;1123200.0;3
Payment;P5572;172800.0;4
Add penalty;P5572;5184000.0;5
Payment;P5572;1468800.0;6
Create Fine;P5574;0.0;1
Send Fine;P5574;12700800.0;2
Create Fine;P5577;0.0;1
Payment;P5577;432000.0;2
Send for Credit Collection;P558;41817600.0;1
Create Fine;P5580;0.0;1
Payment;P5580;86400.0;2
Create Fine;P5582;0.0;1
Payment;P5582;432000.0;2
Create Fine;P5589;0.0;1
Payment;P5589;1900800.0;2
Send for Credit Collection;P559;39484800.0;1
Create Fine;P5595;0.0;1
Payment;P5595;259200.0;2
Create Fine;P5600;0.0;1
Send Fine;P5600;7344000.0;2
Create Fine;P5601;0.0;1
Send Fine;P5601;3715200.0;2
Create Fine;P5602;0.0;1
Send Fine;P5602;2851200.0;2
Create Fine;P5603;0.0;1
Send Fine;P5603;2851200.0;2
Create Fine;P5605;0.0;1
Send Fine;P5605;2678400.0;2
Create Fine;P5606;0.0;1
Send Fine;P5606;2678400.0;2
Create Fine;P5607;0.0;1
Send Fine;P5607;2332800.0;2
Create Fine;P5608;0.0;1
Send Fine;P5608;2332800.0;2
Send for Credit Collection;P566;40262400.0;1
Send for Credit Collection;P567;39744000.0;1
Create Fine;P5701;0.0;1
Send Fine;P5701;4406400.0;2
Create Fine;P5704;0.0;1
Payment;P5704;86400.0;2
Create Fine;P5705;0.0;1
Payment;P5705;86400.0;2
Create Fine;P5706;0.0;1
Payment;P5706;1900800.0;2
Create Fine;P5707;0.0;1
Send Fine;P5707;7084800.0;2
Create Fine;P5709;0.0;1
Send Fine;P5709;4060800.0;2
Create Fine;P5710;0.0;1
Send Fine;P5710;4060800.0;2
Create Fine;P5711;0.0;1
Payment;P5711;259200.0;2
Create Fine;P5712;0.0;1
Send Fine;P5712;3196800.0;2
Create Fine;P5714;0.0;1
Payment;P5714;86400.0;2
Create Fine;P5717;0.0;1
Payment;P5717;1641600.0;2
Create Fine;P5718;0.0;1
Payment;P5718;86400.0;2
Create Fine;P5719;0.0;1
Send Fine;P5719;3110400.0;2
Create Fine;P5720;0.0;1
Send Fine;P5720;3110400.0;2
Payment;P5720;1468800.0;3
Create Fine;P5721;0.0;1
Send Fine;P5721;3110400.0;2
Create Fine;P5722;0.0;1
Send Fine;P5722;3283200.0;2
Create Fine;P5724;0.0;1
Send Fine;P5724;2937600.0;2
Create Fine;P5726;0.0;1
Send Fine;P5726;2419200.0;2
Create Fine;P5730;0.0;1
Send Fine;P5730;5011200.0;2
Create Fine;P5731;0.0;1
Send Fine;P5731;1987200.0;2
Create Fine;P5732;0.0;1
Send Fine;P5732;4665600.0;2
Create Fine;P5733;0.0;1
Send Fine;P5733;4665600.0;2
Create Fine;P5734;0.0;1
Payment;P5734;86400.0;2
Create Fine;P5735;0.0;1
Send Fine;P5735;4320000.0;2
Create Fine;P5737;0.0;1
Send Fine;P5737;3283200.0;2
Create Fine;P5738;0.0;1
Send Fine;P5738;2160000.0;2
Create Fine;P5741;0.0;1
Send Fine;P5741;3628800.0;2
Create Fine;P5748;0.0;1
Payment;P5748;604800.0;2
Send for Credit Collection;P575;43286400.0;1
Create Fine;P5752;0.0;1
Payment;P5752;172800.0;2
Create Fine;P5801;0.0;1
Payment;P5801;0.0;2
Create Fine;P5802;0.0;1
Payment;P5802;432000.0;2
Create Fine;P5803;0.0;1
Payment;P5803;432000.0;2
Create Fine;P5806;0.0;1
Send Fine;P5806;6480000.0;2
Create Fine;P5807;0.0;1
Send Fine;P5807;9504000.0;2
Create Fine;P5809;0.0;1
Payment;P5809;432000.0;2
Send for Credit Collection;P581;41299200.0;1
Create Fine;P5810;0.0;1
Send Fine;P5810;5616000.0;2
Create Fine;P5812;0.0;1
Payment;P5812;259200.0;2
Create Fine;P5814;0.0;1
Send Fine;P5814;4579200.0;2
Create Fine;P5815;0.0;1
Send Fine;P5815;4579200.0;2
Create Fine;P5816;0.0;1
Send Fine;P5816;7171200.0;2
Create Fine;P5817;0.0;1
Send Fine;P5817;4147200.0;2
Create Fine;P5818;0.0;1
Payment;P5818;172800.0;2
Create Fine;P5824;0.0;1
Send Fine;P5824;5529600.0;2
Create Fine;P5826;0.0;1
Send Fine;P5826;2505600.0;2
Payment;P5826;950400.0;3
Create Fine;P5829;0.0;1
Payment;P5829;864000.0;2
Send for Credit Collection;P583;41904000.0;1
Create Fine;P5831;0.0;1
Send Fine;P5831;2332800.0;2
Create Fine;P5834;0.0;1
Send Fine;P5834;2678400.0;2
Create Fine;P5835;0.0;1
Send Fine;P5835;4752000.0;2
Create Fine;P5836;0.0;1
Send Fine;P5836;4752000.0;2
Create Fine;P5837;0.0;1
Payment;P5837;172800.0;2
Create Fine;P5838;0.0;1
Send Fine;P5838;4752000.0;2
Create Fine;P5840;0.0;1
Send Fine;P5840;4665600.0;2
Create Fine;P5841;0.0;1
Send Fine;P5841;4665600.0;2
Create Fine;P5843;0.0;1
Payment;P5843;345600.0;2
Create Fine;P5846;0.0;1
Send Fine;P5846;4665600.0;2
Create Fine;P5848;0.0;1
Send Fine;P5848;4665600.0;2
Payment;P585;38188800.0;1
Create Fine;P5854;0.0;1
Send Fine;P5854;4320000.0;2
Create Fine;P5855;0.0;1
Send Fine;P5855;4060800.0;2
Create Fine;P5856;0.0;1
Send Fine;P5856;4060800.0;2
Create Fine;P5858;0.0;1
Payment;P5858;1209600.0;2
Create Fine;P5859;0.0;1
Send Fine;P5859;3888000.0;2
Create Fine;P5860;0.0;1
Payment;P5860;604800.0;2
Create Fine;P5861;0.0;1
Send Fine;P5861;3542400.0;2
Create Fine;P5862;0.0;1
Send Fine;P5862;3542400.0;2
Create Fine;P5863;0.0;1
Payment;P5863;345600.0;2
Create Fine;P5864;0.0;1
Send Fine;P5864;3456000.0;2
Create Fine;P5865;0.0;1
Payment;P5865;86400.0;2
Create Fine;P5866;0.0;1
Send Fine;P5866;3283200.0;2
Create Fine;P5867;0.0;1
Payment;P5867;1900800.0;2
Create Fine;P5869;0.0;1
Send Fine;P5869;3110400.0;2
Create Fine;P5871;0.0;1
Send Fine;P5871;4320000.0;2
Create Fine;P5872;0.0;1
Send Fine;P5872;4060800.0;2
Create Fine;P5873;0.0;1
Send Fine;P5873;3542400.0;2
Create Fine;P5874;0.0;1
Send Fine;P5874;3542400.0;2
Create Fine;P5875;0.0;1
Send Fine;P5875;3542400.0;2
Create Fine;P5876;0.0;1
Send Fine;P5876;2851200.0;2
Payment;P5876;259200.0;3
Create Fine;P5877;0.0;1
Payment;P5877;345600.0;2
Create Fine;P5878;0.0;1
Send Fine;P5878;2764800.0;2
Create Fine;P5879;0.0;1
Send Fine;P5879;2592000.0;2
Create Fine;P5880;0.0;1
Send Fine;P5880;2592000.0;2
Create Fine;P5881;0.0;1
Send Fine;P5881;3110400.0;2
Create Fine;P5882;0.0;1
Payment;P5882;172800.0;2
Create Fine;P5886;0.0;1
Payment;P5886;172800.0;2
Create Fine;P5892;0.0;1
Payment;P5892;432000.0;2
Create Fine;P5895;0.0;1
Payment;P5895;86400.0;2
Send for Credit Collection;P59;40176000.0;1
Create Fine;P5904;0.0;1
Send Fine;P5904;5616000.0;2
Create Fine;P5907;0.0;1
Send Fine;P5907;2160000.0;2
Create Fine;P5908;0.0;1
Send Fine;P5908;2160000.0;2
Create Fine;P5909;0.0;1
Payment;P5909;604800.0;2
Create Fine;P5910;0.0;1
Payment;P5910;259200.0;2
Create Fine;P5911;0.0;1
Send Fine;P5911;2160000.0;2
Payment;P5911;1555200.0;3
Create Fine;P5913;0.0;1
Send Fine;P5913;1900800.0;2
Create Fine;P5917;0.0;1
Payment;P5917;604800.0;2
Create Fine;P5918;0.0;1
Send Fine;P5918;4406400.0;2
Create Fine;P5919;0.0;1
Payment;P5919;2851200.0;2
Send for Credit Collection;P592;40608000.0;1
Create Fine;P5920;0.0;1
Send Fine;P5920;4406400.0;2
Create Fine;P5921;0.0;1
Payment;P5921;518400.0;2
Create Fine;P5922;0.0;1
Send Fine;P5922;4406400.0;2
Create Fine;P5924;0.0;1
Send Fine;P5924;4233600.0;2
Create Fine;P5925;0.0;1
Payment;P5925;2332800.0;2
Create Fine;P5927;0.0;1
Send Fine;P5927;1900800.0;2
Create Fine;P5928;0.0;1
Send Fine;P5928;4752000.0;2
Create Fine;P5929;0.0;1
Send Fine;P5929;4752000.0;2
Create Fine;P5930;0.0;1
Send Fine;P5930;4406400.0;2
Create Fine;P5931;0.0;1
Send Fine;P5931;4406400.0;2
Create Fine;P5932;0.0;1
Send Fine;P5932;3801600.0;2
Create Fine;P5933;0.0;1
Payment;P5933;1036800.0;2
Create Fine;P5934;0.0;1
Send Fine;P5934;3456000.0;2
Create Fine;P5935;0.0;1
Send Fine;P5935;3456000.0;2
Create Fine;P5936;0.0;1
Send Fine;P5936;3369600.0;2
Create Fine;P5937;0.0;1
Send Fine;P5937;3110400.0;2
Create Fine;P5938;0.0;1
Send Fine;P5938;3110400.0;2
Create Fine;P5939;0.0;1
Send Fine;P5939;3110400.0;2
Create Fine;P5940;0.0;1
Payment;P5940;432000.0;2
Create Fine;P5942;0.0;1
Send Fine;P5942;3110400.0;2
Create Fine;P5943;0.0;1
Send Fine;P5943;3110400.0;2
Create Fine;P5945;0.0;1
Send Fine;P5945;3369600.0;2
Create Fine;P5946;0.0;1
Send Fine;P5946;3369600.0;2
Create Fine;P5947;0.0;1
Send Fine;P5947;3456000.0;2
Create Fine;P5948;0.0;1
Send Fine;P5948;3628800.0;2
Create Fine;P5949;0.0;1
Send Fine;P5949;4233600.0;2
Create Fine;P5950;0.0;1
Payment;P5950;518400.0;2
Create Fine;P5951;0.0;1
Payment;P5951;86400.0;2
Create Fine;P5952;0.0;1
Payment;P5952;0.0;2
Create Fine;P5953;0.0;1
Payment;P5953;1814400.0;2
Create Fine;P5955;0.0;1
Send Fine;P5955;4233600.0;2
Create Fine;P5956;0.0;1
Payment;P5956;518400.0;2
Create Fine;P5959;0.0;1
Send Fine;P5959;4060800.0;2
Send for Credit Collection;P596;39830400.0;1
Create Fine;P5960;0.0;1
Payment;P5960;345600.0;2
Create Fine;P5961;0.0;1
Payment;P5961;2592000.0;2
Create Fine;P5962;0.0;1
Payment;P5962;345600.0;2
Create Fine;P5963;0.0;1
Send Fine;P5963;4233600.0;2
Create Fine;P5965;0.0;1
Send Fine;P5965;4060800.0;2
Create Fine;P5966;0.0;1
Send Fine;P5966;3542400.0;2
Send for Credit Collection;P597;39484800.0;1
Create Fine;P5970;0.0;1
Send Fine;P5970;6480000.0;2
Create Fine;P5971;0.0;1
Payment;P5971;1382400.0;2
Create Fine;P5972;0.0;1
Send Fine;P5972;6480000.0;2
Create Fine;P5973;0.0;1
Send Fine;P5973;3456000.0;2
Create Fine;P5975;0.0;1
Payment;P5975;1900800.0;2
Create Fine;P5976;0.0;1
Payment;P5976;1900800.0;2
Create Fine;P5980;0.0;1
Send Fine;P5980;3196800.0;2
Create Fine;P5981;0.0;1
Payment;P5981;86400.0;2
Create Fine;P5983;0.0;1
Payment;P5983;604800.0;2
Create Fine;P5986;0.0;1
Send Fine;P5986;3196800.0;2
Create Fine;P5987;0.0;1
Send Fine;P5987;2246400.0;2
Create Fine;P5988;0.0;1
Payment;P5988;86400.0;2
Create Fine;P5990;0.0;1
Payment;P5990;345600.0;2
Create Fine;P5991;0.0;1
Send Fine;P5991;2246400.0;2
Create Fine;P5992;0.0;1
Send Fine;P5992;2246400.0;2
Create Fine;P5994;0.0;1
Send Fine;P5994;1814400.0;2
Create Fine;P5995;0.0;1
Send Fine;P5995;1814400.0;2
Create Fine;P5996;0.0;1
Send Fine;P5996;4665600.0;2
Create Fine;P5997;0.0;1
Send Fine;P5997;4665600.0;2
Create Fine;P5998;0.0;1
Send Fine;P5998;4665600.0;2
Create Fine;P5999;0.0;1
Payment;P5999;345600.0;2
Send for Credit Collection;P60;46396800.0;1
Create Fine;P6000;0.0;1
Send Fine;P6000;4665600.0;2
Create Fine;P6001;0.0;1
Send Fine;P6001;4579200.0;2
Create Fine;P6004;0.0;1
Payment;P6004;1728000.0;2
Create Fine;P6005;0.0;1
Send Fine;P6005;4060800.0;2
Create Fine;P6006;0.0;1
Send Fine;P6006;4060800.0;2
Create Fine;P6007;0.0;1
Payment;P6007;777600.0;2
Create Fine;P6008;0.0;1
Send Fine;P6008;4060800.0;2
Create Fine;P6009;0.0;1
Send Fine;P6009;4579200.0;2
Create Fine;P6010;0.0;1
Send Fine;P6010;4233600.0;2
Create Fine;P6011;0.0;1
Send Fine;P6011;4233600.0;2
Create Fine;P6012;0.0;1
Send Fine;P6012;4233600.0;2
Create Fine;P6014;0.0;1
Payment;P6014;345600.0;2
Create Fine;P6015;0.0;1
Send Fine;P6015;3715200.0;2
Create Fine;P6016;0.0;1
Send Fine;P6016;3715200.0;2
Create Fine;P6017;0.0;1
Send Fine;P6017;3369600.0;2
Create Fine;P6018;0.0;1
Send Fine;P6018;3369600.0;2
Create Fine;P6019;0.0;1
Payment;P6019;3110400.0;2
Create Fine;P6020;0.0;1
Send Fine;P6020;3369600.0;2
Create Fine;P6021;0.0;1
Send Fine;P6021;3369600.0;2
Create Fine;P6022;0.0;1
Send Fine;P6022;3369600.0;2
Create Fine;P6023;0.0;1
Send Fine;P6023;4060800.0;2
Create Fine;P6024;0.0;1
Send Fine;P6024;3974400.0;2
Create Fine;P6025;0.0;1
Send Fine;P6025;3974400.0;2
Create Fine;P6026;0.0;1
Send Fine;P6026;3715200.0;2
Create Fine;P6027;0.0;1
Send Fine;P6027;3369600.0;2
Create Fine;P6028;0.0;1
Send Fine;P6028;2678400.0;2
Create Fine;P6029;0.0;1
Send Fine;P6029;2678400.0;2
Create Fine;P6030;0.0;1
Payment;P6030;518400.0;2
Create Fine;P6031;0.0;1
Send Fine;P6031;2678400.0;2
Create Fine;P6032;0.0;1
Send Fine;P6032;2678400.0;2
Create Fine;P6033;0.0;1
Payment;P6033;1296000.0;2
Create Fine;P6035;0.0;1
Send Fine;P6035;2505600.0;2
Create Fine;P6036;0.0;1
Send Fine;P6036;2505600.0;2
Create Fine;P6037;0.0;1
Payment;P6037;86400.0;2
Create Fine;P6038;0.0;1
Payment;P6038;345600.0;2
Create Fine;P6039;0.0;1
Send Fine;P6039;2419200.0;2
Send for Credit Collection;P604;49075200.0;1
Create Fine;P6040;0.0;1
Send Fine;P6040;2419200.0;2
Create Fine;P6041;0.0;1
Send Fine;P6041;2419200.0;2
Create Fine;P6042;0.0;1
Payment;P6042;345600.0;2
Create Fine;P6045;0.0;1
Send Fine;P6045;2764800.0;2
Create Fine;P6046;0.0;1
Send Fine;P6046;2160000.0;2
Create Fine;P6047;0.0;1
Send Fine;P6047;2505600.0;2
Create Fine;P6048;0.0;1
Send Fine;P6048;2505600.0;2
Create Fine;P6049;0.0;1
Send Fine;P6049;2505600.0;2
Create Fine;P6050;0.0;1
Send Fine;P6050;2505600.0;2
Send for Credit Collection;P606;43027200.0;1
Send for Credit Collection;P608;48729600.0;1
Send for Credit Collection;P613;42163200.0;1
Send for Credit Collection;P614;43113600.0;1
Send for Credit Collection;P615;43372800.0;1
Create Fine;P6152;0.0;1
Payment;P6152;345600.0;2
Send for Credit Collection;P62;49075200.0;1
Send for Credit Collection;P623;42336000.0;1
Send for Credit Collection;P625;43113600.0;1
Create Fine;P6251;0.0;1
Send Fine;P6251;2419200.0;2
Create Fine;P6252;0.0;1
Send Fine;P6252;2419200.0;2
Create Fine;P6253;0.0;1
Payment;P6253;864000.0;2
Create Fine;P6254;0.0;1
Payment;P6254;86400.0;2
Create Fine;P6260;0.0;1
Payment;P6260;172800.0;2
Create Fine;P6267;0.0;1
Payment;P6267;86400.0;2
Create Fine;P6268;0.0;1
Payment;P6268;86400.0;2
Send for Credit Collection;P630;44236800.0;1
Send for Credit Collection;P635;46656000.0;1
Create Fine;P6351;0.0;1
Payment;P6351;0.0;2
Create Fine;P6352;0.0;1
Send Fine;P6352;2419200.0;2
Create Fine;P6353;0.0;1
Payment;P6353;432000.0;2
Create Fine;P6355;0.0;1
Send Fine;P6355;2419200.0;2
Create Fine;P6356;0.0;1
Payment;P6356;86400.0;2
Create Fine;P6357;0.0;1
Send Fine;P6357;2419200.0;2
Create Fine;P6358;0.0;1
Send Fine;P6358;2246400.0;2
Create Fine;P6363;0.0;1
Payment;P6363;345600.0;2
Send for Credit Collection;P640;37584000.0;1
Send for Credit Collection;P641;19180800.0;1
Send for Credit Collection;P643;37843200.0;1
Send for Credit Collection;P649;46310400.0;1
Send for Credit Collection;P65;49075200.0;1
Send for Credit Collection;P651;46396800.0;1
Send for Credit Collection;P652;45532800.0;1
Send for Credit Collection;P654;45532800.0;1
Send for Credit Collection;P655;40348800.0;1
Send for Credit Collection;P657;44064000.0;1
Send for Credit Collection;P658;43977600.0;1
Send for Credit Collection;P659;43459200.0;1
Send for Credit Collection;P664;45446400.0;1
Send for Credit Collection;P665;45964800.0;1
Send for Credit Collection;P668;46310400.0;1
Send for Credit Collection;P669;40435200.0;1
Send for Credit Collection;P67;46224000.0;1
Send for Credit Collection;P672;44236800.0;1
Send for Credit Collection;P678;44236800.0;1
Send for Credit Collection;P681;44150400.0;1
Send for Credit Collection;P682;45187200.0;1
Payment;P683;40694400.0;1
Send for Credit Collection;P696;37584000.0;1
Send for Credit Collection;P698;44150400.0;1
Send for Credit Collection;P700;40348800.0;1
Send for Credit Collection;P707;42163200.0;1
Send for Credit Collection;P709;47779200.0;1
Send for Credit Collection;P71;45532800.0;1
Send for Credit Collection;P711;36979200.0;1
Send for Credit Collection;P712;44236800.0;1
Send for Credit Collection;P714;42163200.0;1
Send for Credit Collection;P715;48643200.0;1
Send for Credit Collection;P716;43113600.0;1
Send for Credit Collection;P717;43027200.0;1
Send for Credit Collection;P720;47779200.0;1
Send for Credit Collection;P727;45532800.0;1
Send for Credit Collection;P73;46310400.0;1
Send for Credit Collection;P734;45360000.0;1
Send for Credit Collection;P735;48816000.0;1
Send for Credit Collection;P741;45532800.0;1
Send for Credit Collection;P747;45532800.0;1
Send for Credit Collection;P749;45792000.0;1
Send for Credit Collection;P751;41212800.0;1
Send for Credit Collection;P753;45532800.0;1
Send for Credit Collection;P754;39744000.0;1
Send for Credit Collection;P76;38016000.0;1
Send for Credit Collection;P760;45446400.0;1
Send for Credit Collection;P764;45360000.0;1
Send for Credit Collection;P767;46224000.0;1
Send for Credit Collection;P768;46656000.0;1
Send for Credit Collection;P770;38880000.0;1
Send for Credit Collection;P771;45446400.0;1
Send for Credit Collection;P773;46396800.0;1
Send for Credit Collection;P78;45446400.0;1
Send for Credit Collection;P783;44150400.0;1
Send for Credit Collection;P785;44323200.0;1
Send for Credit Collection;P790;45532800.0;1
Send for Credit Collection;P793;46396800.0;1
Send for Credit Collection;P795;46396800.0;1
Send for Credit Collection;P796;43977600.0;1
Send for Credit Collection;P801;47692800.0;1
Send for Credit Collection;P802;43113600.0;1
Send for Credit Collection;P805;43200000.0;1
Send for Credit Collection;P808;43113600.0;1
Send for Credit Collection;P810;43718400.0;1
Send for Credit Collection;P815;48470400.0;1
Send for Credit Collection;P818;42940800.0;1
Send for Credit Collection;P827;46224000.0;1
Send for Credit Collection;P830;46396800.0;1
Send for Credit Collection;P842;37843200.0;1
Send for Credit Collection;P845;46310400.0;1
Send for Credit Collection;P85;44928000.0;1
Send for Credit Collection;P851;45446400.0;1
Send for Credit Collection;P856;45532800.0;1
Send for Credit Collection;P858;45532800.0;1
Send for Credit Collection;P862;44323200.0;1
Send for Credit Collection;P863;45619200.0;1
Send for Credit Collection;P868;42422400.0;1
Send for Credit Collection;P871;44323200.0;1
Send for Credit Collection;P879;45100800.0;1
Send for Credit Collection;P885;45014400.0;1
Send for Credit Collection;P888;44150400.0;1
Send for Credit Collection;P894;46396800.0;1
Send for Credit Collection;P895;43459200.0;1
Send for Credit Collection;P901;44236800.0;1
Send for Credit Collection;P902;37929600.0;1
Send for Credit Collection;P906;45014400.0;1
Send for Credit Collection;P909;44323200.0;1
Send for Credit Collection;P91;46051200.0;1
Send for Credit Collection;P912;45014400.0;1
Send for Credit Collection;P913;39052800.0;1
Send for Credit Collection;P92;46051200.0;1
Send for Credit Collection;P922;43545600.0;1
Send for Credit Collection;P923;44928000.0;1
Send for Credit Collection;P927;45187200.0;1
Send for Credit Collection;P928;44928000.0;1
Send for Credit Collection;P93;46396800.0;1
Send for Credit Collection;P934;43372800.0;1
Send for Credit Collection;P94;40348800.0;1
Send for Credit Collection;P940;43977600.0;1
Send for Credit Collection;P944;44236800.0;1
Send for Credit Collection;P95;45014400.0;1
Send for Credit Collection;P952;44064000.0;1
Send for Credit Collection;P960;34732800.0;1
Send for Credit Collection;P963;45014400.0;1
Send for Credit Collection;P964;45100800.0;1
Send for Credit Collection;P966;45014400.0;1
Send for Credit Collection;P967;44064000.0;1
Send for Credit Collection;P968;38880000.0;1
Send for Credit Collection;P971;44064000.0;1
Send for Credit Collection;P977;44582400.0;1
Send for Credit Collection;P982;43977600.0;1
Send for Credit Collection;P985;44236800.0;1
Send for Credit Collection;P99;44064000.0;1
Send for Credit Collection;P991;44236800.0;1
Send for Credit Collection;P999;31190400.0;1
Send for Credit Collection;S127146;51840000.0;1
Send for Credit Collection;S129997;112060800.0;1
Send for Credit Collection;S132744;103161600.0;1
Send for Credit Collection;S133530;58320000.0;1
Send for Credit Collection;S133539;58492800.0;1
Send for Credit Collection;S133541;57801600.0;1
Send for Credit Collection;S133549;58406400.0;1
Send for Credit Collection;S135494;58406400.0;1
Send for Credit Collection;S135495;33609600.0;1
Send for Credit Collection;S135682;107136000.0;1
Send for Credit Collection;S135778;107136000.0;1
Send for Credit Collection;S135885;112147200.0;1
Send for Credit Collection;S135970;111456000.0;1
Send for Credit Collection;S136577;112060800.0;1
Send for Credit Collection;S136843;111283200.0;1
Send for Credit Collection;S137191;111369600.0;1
Send for Credit Collection;S137290;107136000.0;1
Send for Credit Collection;S137681;107222400.0;1
Send for Credit Collection;S137733;107308800.0;1
Send for Credit Collection;S138113;103248000.0;1
Send for Credit Collection;S138595;100051200.0;1
Send for Credit Collection;S138750;107049600.0;1
Send for Credit Collection;S138798;107222400.0;1
Send for Credit Collection;S139056;106012800.0;1
Send for Credit Collection;S140150;106704000.0;1
Send for Credit Collection;S140607;94176000.0;1
Send for Credit Collection;S141373;82252800.0;1
Send for Credit Collection;S141746;98668800.0;1
Send for Credit Collection;S142478;92707200.0;1
Send for Credit Collection;S142602;100742400.0;1
Send for Credit Collection;S142652;92707200.0;1
Send for Credit Collection;S143106;92620800.0;1
Send for Credit Collection;S143428;98582400.0;1
Send for Credit Collection;S143550;49420800.0;1
Send for Credit Collection;S143599;96854400.0;1
Send for Credit Collection;S143737;92620800.0;1
Send for Credit Collection;S143848;95472000.0;1
Send for Credit Collection;S144171;99187200.0;1
Send for Credit Collection;S144473;92534400.0;1
Send for Credit Collection;S144474;98668800.0;1
Send for Credit Collection;S145051;54864000.0;1
Send for Credit Collection;S145057;54259200.0;1
Send for Credit Collection;S145058;50112000.0;1
Send for Credit Collection;S145061;51580800.0;1
Send for Credit Collection;S145064;55123200.0;1
Payment;S145065;42163200.0;1
Send for Credit Collection;S145068;46396800.0;1
Send for Credit Collection;S145072;52272000.0;1
Send for Credit Collection;S145076;51840000.0;1
Send for Credit Collection;S145078;52444800.0;1
Send for Credit Collection;S145082;51580800.0;1
Send for Credit Collection;S145084;51580800.0;1
Send for Credit Collection;S145093;52704000.0;1
Send for Credit Collection;S145097;52704000.0;1
Send for Credit Collection;S145098;51580800.0;1
Send for Credit Collection;S145300;31104000.0;1
Send for Credit Collection;S145627;92707200.0;1
Send for Credit Collection;S145787;99964800.0;1
Send for Credit Collection;S146184;92361600.0;1
Send for Credit Collection;S146448;93484800.0;1
Send for Credit Collection;S146525;87436800.0;1
Send for Credit Collection;S147633;43372800.0;1
Send for Credit Collection;S147636;43113600.0;1
Send for Credit Collection;S147774;92707200.0;1
Send for Credit Collection;S148472;88300800.0;1
Send for Credit Collection;S148611;87696000.0;1
Send for Credit Collection;S148964;82252800.0;1
Send for Credit Collection;S149091;73612800.0;1
Send for Credit Collection;S149141;82339200.0;1
Send for Credit Collection;S149289;76982400.0;1
Send for Credit Collection;S149928;77846400.0;1
Send for Credit Collection;S149962;42336000.0;1
Send for Credit Collection;S149970;43200000.0;1
Send for Credit Collection;S149979;43200000.0;1
Send for Credit Collection;S149980;39312000.0;1
Send for Credit Collection;S149989;42681600.0;1
Send for Credit Collection;S149990;41299200.0;1
Send for Credit Collection;S150476;82425600.0;1
Send for Credit Collection;S150993;77500800.0;1
Send for Credit Collection;S151043;77500800.0;1
Send for Credit Collection;S151207;77760000.0;1
Send for Credit Collection;S151570;76809600.0;1
Send for Credit Collection;S151607;76118400.0;1
Send for Credit Collection;S151985;71971200.0;1
Send for Credit Collection;S152444;78710400.0;1
Send for Credit Collection;S152448;61171200.0;1
